 Semi-Major Axis ; Eccentricity ; Inclination ; Argument of the pergiee ; Right Ascension of the Ascending node
6892679.89689144;0.021691841300106634;1.640537073905841;1.1609538204533263;1.1609538204533263
6892321.298877263;0.02079842773889416;1.640536515284512;1.161863966968304;1.161863966968304
6894373.4566864995;0.0214961286611798;1.6405279445117613;1.1627860906212886;1.1627860906212886
6894386.410203239;0.020999916285405575;1.6405264997689066;1.1636969005313176;1.1636969005313176
6895764.539677006;0.021275437074959068;1.6405205406035661;1.16461642296692;1.16461642296692
6896126.669904449;0.02123433955051984;1.6405183149797462;1.1655276333573346;1.1655276333573346
6896778.484050464;0.0210627886137862;1.6405152184870975;1.166445279766522;1.166445279766522
6897406.355938854;0.021454671549081716;1.6405125004573673;1.167356658505906;1.167356658505906
6897356.677613817;0.020891435200105193;1.6405122238246874;1.1682731831509057;1.1682731831509057
6898114.952938918;0.021615961192682772;1.640509457430516;1.1691845987864007;1.1691845987864007
6897462.409929781;0.02078993560708092;1.640511683874631;1.170100689943749;1.170100689943749
6898181.960660856;0.021682794910186598;1.6405094145187837;1.1710121676650722;1.1710121676650722
6897085.542356003;0.02077716332638757;1.6405136046124231;1.1719283661761075;1.1719283661761075
6897587.970731447;0.021635048474041057;1.6405124053246958;1.172840120571012;1.172840120571012
6896244.75315378;0.020858676906703805;1.6405178726427665;1.1737567620067197;1.1737567620067197
6896369.478031497;0.021471154221606996;1.6405182608529236;1.1746692005358268;1.1746692005358268
6894986.707706315;0.021025667129470228;1.6405242617611193;1.175586387786101;1.175586387786101
6894616.229444527;0.021208547510801277;1.640526618238626;1.176500083045628;1.176500083045628
6893382.2754317485;0.02125679060376504;1.6405324439220246;1.1774176920137882;1.1774176920137882
6892461.577998879;0.020881284323470615;1.6405369455070264;1.1783333253325692;1.1783333253325692
6891520.595010926;0.021522132703662912;1.6405420042318908;1.1792510419174163;1.1792510419174163
6890067.763491286;0.020535066557703333;1.640548580284455;1.1801693249959126;1.1801693249959126
6889502.1646689465;0.02178797285038837;1.6405524594361216;1.1810867073116096;1.1810867073116096
6887608.857881525;0.02022016407196812;1.640560778818305;1.182008291850349;1.182008291850349
6887432.120070054;0.02202118401702882;1.6405632792476592;1.182924848277777;1.182924848277777
6885254.147671032;0.019983104086483145;1.6405727705819846;1.1838502354014573;1.1838502354014573
6885414.521167872;0.02219269016348021;1.640573909789618;1.1847655070658791;1.1847655070658791
6883154.124868664;0.019858535126240442;1.6405838132955166;1.1856949685818816;1.1856949685818816
6883547.970339874;0.02227996960910622;1.640583798403027;1.1866086044887298;1.1866086044887298
6881430.353373184;0.019863112629677174;1.640593243421751;1.1875421266222717;1.1875421266222717
6881922.426495423;0.022268858574668076;1.6405924190839183;1.1884539409877817;1.1884539409877817
6880169.605293179;0.019993094086592673;1.6406005180238035;1.1893911984362204;1.1893911984362204
6880616.811620724;0.022154871561008087;1.6405992978269357;1.1903012025094213;1.1903012025094213
6879422.0244464055;0.02022628549624425;1.6406052451195958;1.1912415668612308;1.1912415668612308
6879696.972199485;0.021944057837921187;1.6406040371245294;1.192149971330261;1.192149971330261
6879202.698683841;0.02052748015975704;1.6406072011199775;1.1930925536163097;1.1930925536163097
6879213.696476265;0.021653213688322934;1.6406063387708263;1.1939997419703068;1.1939997419703068
6879495.817821089;0.020855488305510827;1.6406063353579476;1.194943464907597;1.194943464907597
6879200.676956848;0.021309161652756863;1.6406060239412332;1.1958499422774742;1.1958499422774742
6880260.458020188;0.021169807604810926;1.6406027629141553;1.1967936341447059;1.1967936341447059
6879672.434881977;0.020946809307252803;1.6406030492904535;1.1976999595961362;1.1976999595961362
6881436.938791923;0.02143568747835292;1.6405967477896153;1.1986424590708875;1.1986424590708875
6880622.254326267;0.020605794437790495;1.6405975175948353;1.1995491716027489;1.1995491716027489
6882952.7070778925;0.02162720382708556;1.6405886789198998;1.2004894315840542;1.2004894315840542
6882020.167987256;0.02032571723610338;1.6405896813463936;1.2013969808936105;1.2013969808936105
6884726.908463852;0.02172858913380537;1.6405790415900559;1.2023341594677275;1.2023341594677275
6883811.109190829;0.020140303741884365;1.640579937778782;1.2032428517795517;1.2032428517795517
6886673.248080707;0.021734363201556507;1.640568386578465;1.2041763800336622;1.2041763800336622
6885913.580273412;0.02007135747552873;1.6405688141471628;1.2050863470638726;1.2050863470638726
6888701.347516641;0.02164883236597551;1.640557298946259;1.2060159662285148;1.2060159662285148
6888219.560271976;0.020123876331369396;1.6405569427324362;1.2069271619764343;1.2069271619764343
6890717.384034402;0.02148533902103811;1.6405463679175216;1.2078529260616024;1.2078529260616024
6890596.720019438;0.020283860200750937;1.640545025976064;1.2087651520517713;1.2087651520517713
6892625.13215515;0.02126532549857685;1.640536158865198;1.209687396306239;1.209687396306239
6892894.081949396;0.020519792888507228;1.6405337932884803;1.2106003517080792;1.2106003517080792
6894328.456843762;0.021016941175340986;1.6405271880918677;1.2115196313827898;1.2115196313827898
6894951.846041255;0.020787692501472776;1.6405239522626534;1.212432980703421;1.212432980703421
6895735.817422418;0.0207727268647746;1.6405199008929314;1.2133499882271783;1.2133499882271783
6896615.1669881595;0.021038575964912105;1.6405161380720112;1.2142634365432727;1.2142634365432727
6896766.580711696;0.02056601645081403;1.6405146532930883;1.2151789078524688;1.2151789078524688
6897750.422389535;0.021226689734754237;1.640510865535343;1.2160922722292085;1.2160922722292085
6897358.173531204;0.020426176670135136;1.6405116978111456;1.2170068942653978;1.2170068942653978
6898261.375260578;0.02131696290289957;1.6405084885187955;1.2179201603207719;1.2179201603207719
6897472.607606647;0.020373530825081247;1.6405111735825613;1.2188344914144305;1.2188344914144305
6898102.074990292;0.021290549076183083;1.64050917091844;1.2197478459074713;1.2197478459074713
6897100.873134734;0.020415387606992103;1.6405131011132061;1.2206622589037428;1.2206622589037428
6897283.670062838;0.021147764899451114;1.6405128724319602;1.221576092497409;1.221576092497409
6896264.147056724;0.02054454236446162;1.6405173818325673;1.2224907472752309;1.2224907472752309
6895873.5150848925;0.020908101610323113;1.6405193508042961;1.2234056257824986;1.2234056257824986
6895011.550910492;0.02074078746303895;1.6405238024649578;1.2243204737036846;1.2243204737036846
6893986.689798801;0.02060729595315441;1.6405281804360734;1.22523708056586;1.22523708056586
6893415.053591901;0.02097481073717753;1.6405320440672735;1.2261518989459284;1.2261518989459284
6891771.7425263785;0.020291753833345673;1.640538785448555;1.2270709557713406;1.2270709557713406
6891562.757555382;0.02121311016928634;1.6405416954235432;1.2279854063298556;1.2279854063298556
6889393.581239446;0.020010990536590473;1.6405504837794769;1.2289075814579744;1.2289075814579744
6889552.027713644;0.021422590725327095;1.6405522703671458;1.229821283481022;1.229821283481022
6887016.66238396;0.01980922257460987;1.6405625378613486;1.2307471003035888;1.2307471003035888
6887483.671647379;0.021574117298188814;1.6405632285320204;1.2316597073937998;1.2316597073937998
6884791.0158142755;0.019717721849026953;1.6405742070323823;1.2325894643443533;1.2325894643443533
6885457.778022612;0.02164497623830749;1.6405739990028736;1.2335007333937253;1.2335007333937253
6882842.525140264;0.01974970868556338;1.6405847970601624;1.2344344461241583;1.2344344461241583
6883571.105845074;0.021620584846024193;1.6405840063085675;1.2353442885282888;1.2353442885282888
6881267.699888056;0.019899049888202215;1.6405937029221802;1.2362816620510826;1.2362816620510826
6881915.3525412055;0.02149580503634392;1.640592698137939;1.2371901699616614;1.2371901699616614
6880132.290484743;0.020142855338782843;1.6406004421107043;1.2381306048374987;1.2381306048374987
6880575.399168324;0.021275983081636755;1.6405995740118524;1.2390380490024089;1.2390380490024089
6879472.666466726;0.020446825884723994;1.640604677001788;1.2399806814825172;1.2399806814825172
6879626.778427168;0.02097752979748387;1.6406042138982633;1.24088748140427;1.24088748140427
6879298.848402514;0.02077160634933041;1.640606226047061;1.2418312533157105;1.2418312533157105
6879132.029531061;0.020627617965253232;1.640606305421305;1.2427379244785364;1.2427379244785364
6879598.277693884;0.021078621421338827;1.6406050645528902;1.2436816750615336;1.2436816750615336
6879136.098036063;0.020262484284140073;1.640605667943446;1.2445887612792352;1.2445887612792352
6880339.647637583;0.021334535341505374;1.6406013165091426;1.2455313305632831;1.2455313305632831
6879661.319914327;0.019923919282414826;1.6406022714790425;1.2464393316340046;1.2464393316340046
6881476.313568436;0.021514113760612595;1.6405952392937417;1.2473796635717067;1.2473796635717067
6880702.702335382;0.019653853093658667;1.6405962482352983;1.2482889691038976;1.2482889691038976
6882948.963186704;0.0216016704728099;1.640587203145535;1.2492262027228025;1.2492262027228025
6882224.208800105;0.019487539751724986;1.6405878946769072;1.2501370421275513;1.2501370421275513
6884687.426940656;0.021591465314650147;1.6405776671462506;1.2510705804077016;1.2510705804077016
6884156.687073084;0.01944662475615011;1.6405776624489625;1.2519829967530314;1.2519829967530314
6886611.784978375;0.021487445120493356;1.640567153181645;1.2529125456302954;1.2529125456302954
6886398.050333502;0.01953398350131013;1.6405661372922966;1.2538263976341064;1.2538263976341064
6888633.2461926835;0.021302617805630922;1.6405562190573624;1.2547519711596513;1.2547519711596513
6888816.34531773;0.019732099714609767;1.6405540062011974;1.2556669635275903;1.2556669635275903
6890655.523809868;0.021058138826017467;1.6405454316978096;1.2565888553560702;1.2565888553560702
6891256.304397369;0.020005713106556362;1.6405420143879474;1.2575045935146347;1.2575045935146347
6892577.474501329;0.020781926383856;1.6405353411929302;1.2584233190436382;1.2584233190436382
6893549.707053084;0.020308035708699757;1.640530914952815;1.2593393806672435;1.2593393806672435
6894297.518966036;0.020506427158260343;1.6405264563785678;1.2602555977803018;1.2602555977803018
6895529.251986434;0.020588873750695298;1.6405214152977532;1.2611716108961388;1.2611716108961388
6895719.8449379625;0.020265187743431837;1.6405192226136542;1.262086029884507;1.262086029884507
6897044.717059619;0.02080287276426322;1.6405141250564985;1.2630017461561962;1.2630017461561962
6896761.752021766;0.020088266037112223;1.640514002410924;1.2639150406351598;1.2639150406351598
6897979.2215661;0.02091653281707901;1.6405095104801857;1.2648303928697664;1.2648303928697664
6897360.951747256;0.01999718603345309;1.640511059548654;1.2657431231626601;1.2657431231626601
6898262.794625359;0.020913145734609;1.6405078597404266;1.2666582581118933;1.2666582581118933
6897481.400882793;0.020000768851196643;1.6405105472157249;1.2675708166677087;1.2675708166677087
6897880.542648478;0.020795162021995772;1.6405092625265039;1.2684860975216352;1.2684860975216352
6897116.443556413;0.020093266594765843;1.6405125006187562;1.269398682709664;1.269398682709664
6896873.618896363;0.020583732471169704;1.6405136057667222;1.2703146598316477;1.2703146598316477
6896288.639491191;0.020255522332126054;1.6405168343257557;1.2712272803721087;1.2712272803721087
6895332.727417374;0.02031540122386358;1.6405205855287228;1.27214463319757;1.27214463319757
6895046.480331532;0.02045871304851545;1.6405233444646827;1.2730571411309064;1.2730571411309064
6893385.571619614;0.020036243642957554;1.640529733422347;1.273976598126617;1.273976598126617
6893458.9679690525;0.020669344243340323;1.640531715766297;1.2748887442305628;1.2748887442305628
6891180.932544465;0.019794187535555303;1.6405404543986688;1.275810990836704;1.275810990836704
6891609.477256952;0.02085405909176901;1.6405415333546585;1.276722493345822;1.276722493345822
6888872.531087526;0.019630791637759486;1.6405520719014464;1.2776480795058787;1.2776480795058787
6889590.288137665;0.020983389522984053;1.6405522991402106;1.2785586953016412;1.2785586953016412
6886605.399725653;0.019574181268076342;1.6405638759746535;1.2794879543339837;1.2794879543339837
6887498.662030872;0.021034317414320162;1.640563452630363;1.2803975416732698;1.2803975416732698
6884506.398175015;0.019634803862869327;1.6405751701458733;1.2813305308755016;1.2813305308755016
6885434.544776451;0.020992003589589293;1.6405743958941206;1.2822390941952642;1.2822390941952642
6882679.193360863;0.01980492375311725;1.6405853135812192;1.2831755649129013;1.2831755649129013
6883499.203419037;0.0208511301716976;1.6405845222498499;1.2840832750497375;1.2840832750497375
6881202.935917395;0.02006156404059162;1.6405937559740356;1.2850226763478187;1.2850226763478187
6881793.641519177;0.020617066550076245;1.6405932479520318;1.2859298632245062;1.2859298632245062
6880133.289169649;0.020371599401216987;1.6406000636984905;1.2868713792313373;1.2868713792313373
6880415.660695582;0.020306687907839002;1.640600045728739;1.2877784981537321;1.2877784981537321
6879504.44706738;0.020697436681924995;1.6406039367600818;1.2887211150943163;1.2887211150943163
6879454.926768749;0.019948324380341553;1.640604478504164;1.2896286916960504;1.2896286916960504
6879331.152649213;0.021002122409125926;1.6406052168838032;1.2905712870771475;1.2905712870771475
6878986.1581195;0.019580132857199565;1.6406062311112004;1.2914798491060002;1.2914798491060002
